song_id,artist_id
1576190,1642
1036376672,198017
93868962,308253
1117687692,4185
70403748,415
916224692,12717391
810074722,13878655
1140484252,9635624
613726902,304545
933994592,6070054
744245832,103395612
753263992,7836264
2647589,157028
1228922622,256681
841674392,4369310
1010649952,5316126
1580094,452073
591097702,1679838
1136301432,2848
678687242,464
1063651612,5607565
1109730,13
1021141692,542
1134156302,7814240
737937062,17262
6599449,1445
1017825812,4768753
405397102,6982223
130440684,64579
539697942,1541592
4311598,566
611214672,55514812
6715847,406
1181018592,7885666
1131258682,112296752
1110984,1634
71821600,4340
1238594252,499538
140421809,15691
84791559,1129
346967941,6243
888380392,6639758
1062439772,508566
695870852,5610461
122273418,6920971
4254482,6118
1003979462,4338602
517008432,4075160
1056401572,13755123
63034985,1352097
4209323,159051
141382865,7355980
357495391,4794264
122000664,4694728
532732742,7150049
5183461,13379
356110561,1264687
139124693,4542822
362191271,373844
761653142,794548
902505362,5503286
3599740,705
66536840,5377895
350015271,1032617
543906582,5078097
1213257742,15794
89239759,1415
1198248132,14240131
143909208,382937
61087145,1383
1137873152,51964712
820733922,162665
739870792,59070642
947198692,61942382
1016736512,5503925
1066959132,5412407
833266732,762
928303172,392162
144144652,10640291
68976286,193331
801752202,64112062
98958710,6377
875974242,4999707
99976952,647650
751219522,5025
349897991,4913080
649272192,61620472
1130307782,74140122
540497112,5297266
104576308,4768525
86326995,6721461
1157007372,12462878
75834066,160
433086252,115
107992316,188053
1121925562,1765
669527172,4512754
660096552,1202
780611282,5285933
597086922,5632280
88936743,12178
4209315,159051
90428583,145
1215128702,4949713
71188222,1689557
72544835,11971
1087787222,5078097
1157018092,26
441137632,400934
1101343732,8121175
570293892,7701530
770756312,8863666
6305086,2636
820733972,162665
1110730122,469683
452697632,661247
545551742,48634472
1048898,47
374051741,1384338
845209962,4868195
5429931,145
893597642,4115
1214109262,64578
477402962,863731
143040298,493
1157007142,26
15347259,808
828226962,13287593
781224562,242156
66374234,290
4286317,1490517
420902382,102
1121729702,5542343
3094884,957
1104789462,109747542
132929050,5542343
948008952,13015249
3130309,810
900323622,57966292
355121681,5278
59127751,1617
677414352,7068771
1213601362,14491939
3509463,70767
6473603,5019
770318982,4021955
536421092,4495513
139855105,11558989
38934641,1188
121635132,418
2440013,546
125333404,198
76376876,180
963620012,14530
758940042,262271
714210042,7961888
418695402,11167
402933002,5542343
757976302,11933635
1100416582,7068753
78504132,283762
804589,404
86648035,719
457602432,69627
791449152,15691
1152961112,68221232
131068162,1440703
985815192,10138540
114916890,5804546
1126570082,14388393
1192055062,64667192
848981822,71093832
668189572,6482
915760352,4841286
932661672,11363014
102683808,15810
5652664,196
906710352,288166
452065652,156229
889731462,5594859
698260,2580
870181772,12422192
975680682,13790723
990476822,77319382
1126047002,1562681
14193956,174351
768510262,59114672
398292762,1353625
98889210,751
1144452062,10672471
406307792,6545727
2331130,70
682799032,5967050
885623462,898748
407339992,6982223
406047952,1528757
757976272,11933635
864867192,4863913
869548,629
1213310102,120410902
140295501,4999707
1227011412,4190423
1094846232,4677655
1211520442,114472782
1174144532,10806366
1024619452,1007876
63510358,416239
125140890,8675
626837582,9734516
13305149,7691
823567812,9236850
643602702,10731052
13207310,4096
101764805,1412564
97339348,3542201
696959072,5791247
585156282,1037578
622552262,1479842
3821992,4123
861868462,3638541
664450,169
546875572,1042268
121335728,152596
1005782512,5923373
783257012,1519461
141750107,403781
95523132,10583
1097846402,1644275
905385102,11091534
3416951,242996
858318272,6545727
74529519,5135
2303727,5229
1033754342,10286020
1068206512,52221842
884768732,5832280
1201837132,13534745
940998892,49873922
905862172,4768753
125600952,162665
805423672,13816509
652578862,280640
92734438,13204
581262782,55032
1182496932,13
1178567,3328
420782152,152369
604846,938
35748491,84054
33886201,2064061
504056042,416239
438868572,416239
522622292,158083
1117853812,12744479
1230448342,171998
1224275432,11425822
7193834,226
421856072,1533492
546449692,5623149
1075622012,79408532
373795661,5621293
1095899502,92319522
985339792,14468689
1002207512,14310515
1060194532,60466742
736266392,3651
732521682,52876842
1045921252,6975181
2268154,3280
108851692,8589576
964706072,4842061
4706803,799
992412032,13816509
13529565,564
12655264,4115
62874022,873890
934402832,73655602
865463452,4428188
66544609,3558071
72745707,5124454
956235422,482758
728047112,71357712
23669671,321803
821440502,14544241
131210820,7933
74229487,4156622
959360,428
2431234,5615
69879305,75491
12090660,1332260
61488881,250283
2417394,12449624
1226319372,14802869
1081091072,5055556
699060032,8876546
142147831,1572322
829306232,4452092
64478009,297983
578715472,4968870
953339,4663
1076556192,11888005
564412942,10806366
67024902,146195
578403062,100675
650970052,9487614
1140354372,15030653
1228922552,256681
71607569,13
387224061,1429841
767306082,4056804
1210999572,7068771
823113702,2245
1174605142,75798
870742872,8865120
23764281,112104
737940802,1479842
1137683972,53345732
1107415362,1465570
60946207,705
1016183752,83381232
14875480,598
130412300,230
134706074,1163
621314532,13645509
979818692,65949852
914108092,1658572
668183372,69925
812160402,892
4113509,1459493
13210544,13026
1148246352,67823982
2503274,3128
754955002,51345612
3120612,284
564412932,10806366
108624716,5288900
708025,289905
575981182,12564416
2285059,1017
96168762,16318
1156987722,1450
687255052,5093258
1114793212,14621667
140758179,1092645
783256942,1519461
853219522,4448630
76056708,4914620
497467122,10002824
771486532,5175734
63148690,9882
65707342,3048
77544320,1263400
1018572422,3126151
730866,687
135010096,10452069
417358252,1159
137275212,16072
701281342,4768753
1203043632,148492
628275882,542
13344821,315576
4736314,5101
95683306,292
909246312,11618833
830336922,5313805
137260126,1412564
61142297,12178
60702320,1315394
420355352,292185
1074607812,9761322
631827552,5501870
673111072,10017
101764797,1412564
781409342,1541592
69879252,310260
1200234942,119201622
370201251,1315147
420264672,116431
98981566,835
115449962,80390
862051992,8706544
1134362272,13534745
450365082,1670355
842162242,51968592
950377452,11583679
565311752,4272
1053143462,15219
1057395312,1538640
1059252992,8847716
797349232,262833
665844792,5918943
1178339902,11548143
1166362762,16398
110153466,4393023
971393502,62607362
820681332,5653273
140640903,4488457
1090178592,56464392
647930752,11903115
1185797132,61343932
1030654822,249599
1076649222,50872092
127376745,10600841
1179774092,1191615
391727202,7890702
119519234,663
1123844,2056
530695381,256080
591097732,1679838
770334302,51464362
10537191,84873
540138322,34
138546003,75798
1004239962,67913622
786717662,13024235
83756376,1462230
1101865132,10633657
3616531,6326
97849836,6735039
127729757,1576343
441200532,4341930
605635722,17032
921932832,1353625
729596502,323311
2438245,116
142393535,1497
97094250,74787
127233945,5018355
1151063162,47
986263922,985109
584298192,2655
1151750722,74463
683171472,4643939
686354142,17076
3748159,3771
1063626122,89192
1188873532,4254086
41294461,15853
708702172,4986771
7667062,230
1214854532,1702206
362795841,7099473
1060347352,1042241
565216022,14473001
1031630522,11474676
852311872,49569672
710629652,146733
883273442,85928092
515509302,432022
510409192,4105259
84246501,1407587
396128802,5049073
529919581,5181388
1062843232,4902872
1122063862,441633
446515712,1116537
1163165882,51100072
61793545,104
728629302,1493569
543131582,4877074
821952522,5500771
396116542,11787877
123722066,4986093
14477354,808
1025944382,58447102
95254404,246791
4688887,1144
950244112,11481726
1181977562,13220151
354267341,1657110
3821880,3019
948010962,4089983
937416142,8945638
757976252,11933635
1973049,2943
96356636,230
13100386,2708
409963622,99
140869471,4101559
661475432,515781
594724702,4448630
833338762,11278200
104305904,14000
1159612802,115096692
66506870,296861
1100603812,5561005
6493789,479
113105084,5287882
628990382,10600841
3092236,898
354967461,4081
641271522,9281246
559580082,244484
767232812,1519461
14461650,149292
101344626,7674918
98356894,1562681
1036586,216
774198072,144227
1162056112,1074021
702551872,102
137811203,2544561
398055682,9822974
834605542,4448630
1130197812,4553724
1109565492,65459982
428540342,7674918
559490282,12604907
536485,69627
7886697,1024639
1330408,3786
1171873,459
15627649,7
14552280,198
1004222072,65860082
571875392,11072136
700155152,11933635
682624992,5553745
1205436812,163995
1060920522,455796
1204630582,4448284
862386172,10052642
819106292,4456845
660248102,1519461
126092539,1590752
72544952,1007876
107740668,1225
1075897152,74444
68031605,994019
1146217122,61145262
546042902,10090776
654284672,192435
652283932,10834900
423262752,16878
407285772,12193796
103887700,64571
1174407392,5045020
595926172,11347866
1189715382,9830972
932350062,14789699
4123702,1278
415915122,3839
1060014212,13134201
13175864,3087
4113617,1459493
657797522,10803980
1079905512,1429841
1181178812,49557342
139460499,2472
1224855072,1279511
132227838,1402487
1101214,67
922912232,13870619
1109450282,110192372
809833752,8937
136334564,129
473745402,6032634
73065623,820360
74684379,69680
616626332,2249
7358665,4613
486928932,9635624
129634298,457763
99976964,647650
430340312,7068753
1106782312,15271955
15614987,45
1218868072,9711618
3502273,5678
991348192,2691
137911999,310557
421388682,13658
829596292,69696
660729202,1562875
1122152332,96860302
797228462,5578942
573493042,1295073
2447523,105
811501542,50633822
723939392,272579
920314052,8629022
771268782,13552757
922916162,4842061
5093782,1168
501029282,1361029
570313752,172008
3135336,15
860975572,84227692
1228922522,256681
1053390752,434
569531442,1541592
878192692,6573849
623982142,12198466
15543108,144342
515603452,810241
633842522,308253
855687392,9093938
98356884,5947658
759112662,74464352
1205114462,10725097
413665602,4512791
1147798372,11301722
717285742,12029862
422334752,158710
592267922,106574
686651972,73396
1198693182,352336
882277322,4876653
1228217352,162665
74807938,1593024
411851492,11317376
1020430472,71286
988633402,1039
700706182,5068032
4164363,8734
110663020,542
92731198,282118
1033470562,4852835
145471602,762
1175338422,5508044
377242051,1309
725828642,71095102
1171713032,2272071
13142224,10014
774810572,4509
613138092,1097709
1027865572,63519802
3135726,1029
1033358812,7068771
16235461,6706
2838140,893
926558542,8145492
822647262,725
1081465832,5068032
11134491,123949
1200359872,147
1097387752,99113722
102345206,263731
975346272,11420468
767373272,1541592
1172398552,82631892
376439101,102794
587803152,373974
656728072,5472150
441137192,1520407
136336118,429675
66190264,145
608163392,10147346
1173679742,1539961
826866242,109903
65823405,4037109
1008261582,534771
1127860912,85875352
70540782,469735
755330622,7402526
691346572,1460107
2541568,744
680245802,5230088
3437460,388
136342430,6815
553056592,542
532968202,5947658
819562242,860
1141731742,47
823201692,51455902
84760857,6557571
664107,3106
4116951,9315
96003650,67062
739426562,2691
17826508,1002521
1175044562,269934
123377244,581876
700950162,4842061
119079358,1674328
1217605962,75147
1077321592,7810466
3065102,2908
412547962,5078097
60807581,463
1083898582,70614462
144418352,490454
109374162,1558
435828572,875078
1034235482,57203182
76176345,1388
1075713172,14058915
107744180,7004075
137233982,882
621351672,1090283
422283312,5497121
1026607532,12632197
861908472,11551535
674086352,64729062
497404582,1668928
4827552,282424
1120820852,5832280
631714,2731
75867418,1191615
2304525,66
1121729672,5542343
856481562,3120261
670159392,2153
373693381,7775150
1179774162,1191615
1083783072,15198475
14552205,980
661424392,5832280
557253482,13958441
15608663,330
141062873,4436016
568846222,8706544
1091700472,242704
105555590,1534419
572806362,1221442
3112722,7187
1155477882,10583405
960547152,309916
485095352,14598737
111726444,1438374
2925107,964
1120820832,5832280
686417432,13225825
68683040,283643
1116901602,11819873
418886682,13376535
390914891,4740968
14662676,8548
362466491,5160021
577344542,152107
908338122,12994625
1053342462,8344528
76376889,180
562764402,9851798
72760027,714
838514792,69014782
796342592,5297021
1220365592,83800932
802283032,67244002
9956063,11
1028143732,614223
1203779012,156726
3417369,271530
1119654932,14612775
691864112,53345732
1084245712,4803754
10237962,3187
919483832,16893
823053942,10184856
63135948,13545
1208878932,470802
84310971,4087782
79363293,1424821
99360002,446
602549062,1611773
77959090,5286383
4707007,75608
528886101,6120
658665752,60892482
561857052,4950687
1074074172,1541592
681409182,1572028
657894372,9355294
1044263392,2607221
769757652,1403694
487781142,1562638
453616842,327559
849901872,9032
1199552662,4494623
137727279,10985534
1033112652,397403
949402682,1444643
82917998,1035806
69090636,418432
556012002,12831975
896992062,5895828
850779682,577418
1045152,77770
901207942,8392326
918094792,12619545
680518,182
78213551,259
61445243,361646
64633501,2699111
23719051,451218
666265402,8775392
990604232,1020109
71348374,1236524
14405162,10041
1156006862,373844
1104586552,5550214
759831102,379186
1208940642,5382747
912526042,11033960
1117722242,261965
650269792,145394
649105162,3237161
17914667,887535
70835066,617
75749476,391228
120302090,6005
78607959,6433
402829542,5975270
522622402,158083
392585542,148129
66899933,1025060
516941842,9197980
1151063382,47
13507381,86688
15723863,846
76278153,13774
837526842,604107
416354262,95676
103756700,13995
978431472,14265471
403074632,9761322
46300831,4675
1220953242,1401950
129916032,7101343
769511082,4902872
980264672,12383494
1102672222,3933641
639505082,2211
1570227,2226
141336371,373844
422212412,8853864
98320702,1670355
7856452,7870
74245849,1423
1087609152,167560
122016704,1563138
649771262,2382
127504989,10602563
388525511,651061
876800242,392162
545992732,2039
657800992,307151
1014909,2129
112663782,83110
71844509,75001
861358672,98234
1078851,980
1082251202,67450512
1060982162,59068912
656027552,554792
1197518802,118866092
108774460,776635
1101874762,13011
9919786,3566
513516372,1956
89572411,1001
133098622,8814864
355740821,329039
83753452,5547189
1121212852,68221232
1109731,13
1179250342,2735
384707171,496181
886744282,55514812
861868402,3638541
1015198102,61474832
619977312,83
1017011812,6696597
2036977,6749
417673262,4794264
1219011682,5053937
129508620,3431421
457447102,1159581
866695022,12816283
893383102,3649631
872360652,193766
912599082,50574642
831313,259
986396462,1020109
79795680,637
1045549862,534771
104458036,1385868
643439802,280550
85504210,1606315
923648042,160695
427253282,4103977
75197447,9112
118986142,3469
1090812122,13097199
709627962,307151
6461440,13
136474308,15588
1097846292,1644275
7408958,2110
103214992,413596
1132335212,112433972
748795572,5337790
1195800682,5148646
882656302,74001032
106506530,4050205
476218532,4390053
562886212,294464
3657796,3659
811163122,13534745
1208502922,11420468
1097384432,6853403
1208946342,5576810
537474512,11934257
405387662,6982223
81760060,135186
96484792,4960230
769398752,13670585
59329081,3325
698747242,1412564
82692320,692
906270862,4476139
371593461,181878
880949,176
1139718972,8403120
435491462,12246
908604632,4050205
11108204,255688
135949722,388973
655130092,50161102
1156006942,373844
751219502,5025
7077249,283006
783257092,1519461
1055602202,107673
58409801,4298407
65232770,64333
134036248,186
964226972,3583591
1033697982,4521785
549506662,5941718
1134789742,5895828
1231658212,11448440
65685297,1461422
89629711,59
834756752,4599
655095912,9635624
105989822,13
605062,938
926340752,647650
407202172,262833
998867692,8403196
1121729782,5542343
895540702,13387589
559764242,16450
501512382,1360647
85229376,341839
717740522,8310400
957933512,5424025
5363321,11211
5961717,9222
1046733722,1264078
578729682,56333
775787602,5525551
428812802,1260841
1053694522,13515845
585584962,931
993139492,12526056
831310182,4390053
26624921,293767
1072867672,51508182
1065099282,4937383
1179774032,1191615
4682968,3543
701748632,1429841
650470492,52408262
516048412,5019750
120587840,7606782
1113358322,5500771
60725661,637
698747292,1412564
77797377,61515
1104580,163
15421184,13124
655095992,9635624
845897702,150457
1046369812,15104399
5979887,280294
798168402,364207
61246091,6207
1166362712,16398
1064964782,53027212
555652702,4892896
1082456042,6263
13789090,259467
1568529,74418
741757222,14492701
640888252,5416727
723912702,7459270
3834136,641
14934985,1297
1173900882,12246
803387832,13704
102333190,1191615
1054523012,67655
92085596,12526496
497423332,116523
974532992,93205602
3971693,901
106992202,4027889
140112619,145394
911275742,13086415
894155022,2235
1147140032,1054355
743799932,11907
145588766,511975
134654042,6902153
923495502,1020109
963105732,5654023
1098355072,12818759
647497692,13543437
127376749,10600841
450761742,168311
771486482,5175734
1159095332,7459268
1145332702,99604392
109578520,5580075
988729472,49569672
92198180,678
716477,2580
13158212,6207
826264812,5313805
3167612,165
823097342,49557342
1226752592,79831452
3868995,6123
3167848,27
1207950292,1088
63398622,16242
1104021682,4456001
1100800422,5947658
118190300,564
1081126742,4429712
120738998,7890062
930939562,15050015
1156701,9999
3089051,3487
780850832,65608142
1085392032,525245
901438022,10691407
137231520,577666
76557519,3469
760457472,14621667
13268699,215594
1004836822,7079287
640934412,260094
1048569782,76314052
2795618,174
562963,5369
131798460,71513
554546,6098
928291812,4699589
39393481,2148741
416053412,73018
95813354,74804
2508415,3069
962169,143
385097451,3839
103091352,16230
417711512,11063726
82492130,2519
14942130,74418
15216162,7
949342392,10673381
15026098,98985
1023753992,101081882
375184831,10602599
619586672,443
137234014,882
899744122,1107447
1226360952,13698817
585343,2579
672264442,5962948
738416302,1971601
532050,7537
793294512,455775
802283022,67244002
439067032,610266
1198248052,14240131
814851432,183821
534030132,14120191
779388942,62379
97235684,1168
628330702,4087782
15120251,3446
878015222,14359543
1126813392,5941718
18181530,158706
1139469972,9200888
1225473192,12308342
854807492,49818632
125983791,5571502
875511852,10583405
